station_code,name,long,lat
3225,남동구청,126.7370895,37.44815479
3226,인천대공원,126.7533223,37.44835015
3227,운연,126.7595683,37.43958104
4101,개화,126.7964252,37.57824863
4102,김포공항,126.8022766,37.56183324
4103,공항시장,126.8106187,37.56373837
4104,신방화,126.8169486,37.56754442
4105,마곡나루,126.8277403,37.56667946
4106,양천향교,126.8424664,37.56791594
4107,가양,126.8536665,37.56198142
4108,증미,126.8606462,37.55811889
4109,등촌,126.8655544,37.5508349
4110,염창,126.874071,37.54699285
4111,신목동,126.8831524,37.54448572
4112,선유도,126.8938122,37.53811026
4113,당산,126.9026634,37.53486367
4114,국회의사당,126.9174457,37.5284981
4115,여의도,126.924449,37.52139114
4116,샛강,126.9285706,37.51729294
4117,노량진,126.9419197,37.51404889
4118,노들,126.9530331,37.51268116
4119,흑석,126.9635019,37.50910872
4120,동작,126.9803444,37.50299479
4121,구반포,126.9875509,37.5014904
4122,신반포,126.9960504,37.50354939
4123,고속터미널,127.0048552,37.50328275
4124,사평,127.0153434,37.5042167
4125,신논현,127.0252032,37.50476687
4126,언주,127.0338877,37.50732561
4127,선정릉,127.0442282,37.51038309
4128,삼성중앙,127.0533267,37.51303436
4129,봉은사,127.0602224,37.51425116
4129,봉은사,127.0602224,37.51425116
4130,종합운동장,127.0738196,37.51114047
4131,삼전,127.0872824,37.50460464
4132,석촌고분,127.0962673,37.50252726
4133,석촌,127.1072025,37.5052345
4134,송파나루,127.112576,37.51079441
4135,한성백제,127.1162125,37.51644132
4136,올림픽공원,127.1314075,37.51693132
4137,둔촌오륜,127.1384739,37.51943663
4138,중앙보훈병원,127.1485102,37.52856863
4140,영등포역후문,126.90795,37.51466
4142,도림동자치회관,126.90755,37.50955
4144,우성5차아파트,126.90321,37.5076
4201,서울역,126.9713122,37.55719276
4202,공덕,126.9524357,37.54236362
4203,홍대입구,126.9273218,37.55733755
4204,디지털미디어시티,126.9001332,37.57779946
4206,마곡나루,126.8276805,37.56577067
4207,김포공항,126.8022766,37.56183324
4208,계양,126.7362403,37.57177475
4209,검암,126.6756636,37.56872513
4210,청라국제도시,126.6248041,37.55646471
4211,운서,126.4937436,37.49284282
4212,공항화물청사,126.4776424,37.459144
4213,인천공항1터미널,126.4523008,37.44739013
4215,인천공항2터미널,126.4330907,37.46852233
4217,영종,126.525027,37.51210233
4307,강남,127.0279344,37.49809581
4308,양재,127.0350279,37.48361271
4309,양재시민의숲,127.0384764,37.47013075
4310,청계산입구,127.0548161,37.44820824
4311,판교,127.1116885,37.39477548
4312,정자,127.1081214,37.36618998
4313,미금,127.1089991,37.35002622
4314,동천,127.1027965,37.33809781
4315,수지구청,127.0949357,37.32269606
4316,성복,127.0804628,37.31365227
4317,상현,127.0692835,37.29759864
4318,광교중앙,127.0515272,37.28854783
4319,광교,127.0462207,37.30142594
4501,기흥,127.116685,37.27547628
4502,강남대,127.1260472,37.27014809
4503,지석,127.1366392,37.26974811
4504,어정,127.1437691,37.27496724
4505,동백,127.1527114,37.26912928
4506,초당,127.1594785,37.26081074
4508,삼가,127.168139,37.24212213
4509,시청 용인대,127.178811,37.239328
4510,명지대,127.1902791,37.23808068
4511,김량장,127.198681,37.23730196
4512,운동장 송담대,127.20903,37.23777
4513,고진,127.2141861,37.24465057
4514,보평,127.2184993,37.25895932
4515,둔전,127.2136196,37.26720595
4517,전대 에버랜드,127.219527,37.285133
4601,발곡,127.0529461,37.72700393
4602,회룡,127.0466919,37.72513182
4603,범골,127.0436753,37.72879485
4604,경전철의정부,127.0433066,37.73740338
4605,의정부시청,127.034864,37.73926283
4606,흥선,127.0371195,37.74328962
4607,의정부중앙,127.0496609,37.74367959
4608,동오,127.056982,37.74526779
4609,새말,127.0637902,37.7488675
4610,경기도청북부청사,127.071425,37.750667
4611,효자,127.0772867,37.75400372
4612,곤제,127.0838493,37.75050707
4613,어룡,127.0852247,37.74269461
4614,송산,127.087274,37.73727505
4615,탑석,127.0889146,37.73346739
4701,북한산우이,127.0127059,37.66303413
4702,솔밭공원,127.0132817,37.65602676
4703,4.19민주묘지,127.0137754,37.64953328
4704,가오리,127.0167984,37.64156118
4705,화계,127.0175807,37.63411497
4706,삼양,127.0181681,37.6269805
4707,삼양사거리,127.0205544,37.62128278
4708,솔샘,127.0136539,37.62024802
4709,북한산보국문,127.0083088,37.61207647
4710,정릉,127.0135462,37.60266473
4711,성신여대입구,127.0169905,37.5928966
4712,보문,127.01954,37.58503853
4713,신설동,127.0231847,37.5765743
4804,소사,126.7950351,37.482848
4805,소새울,126.7971795,37.46858401
4806,시흥대야,126.7929284,37.45007241
4807,신천,126.7867106,37.439127
4808,신현,126.787713,37.40981948
4809,시흥시청,126.8059815,37.38157661
4810,시흥능곡,126.8086866,37.36999952
4811,달미,126.8094431,37.34867091
4812,선부,126.8100194,37.33439438
4813,초지,126.8067935,37.320434
4814,원곡,126.7957616,37.31319164
4815,원시,126.7867192,37.30247833
4853,남부터미널,127.0156,37.48476
4920,양촌,126.6147236,37.64186514
4921,구래,126.6287542,37.64544694
4922,마산,126.6444532,37.64070765
4923,장기,126.6690903,37.64416235
4924,운양,126.6838689,37.6538974
4925,걸포북변,126.7062152,37.63141013
4926,사우,126.7205488,37.6199071
4927,풍무,126.7329123,37.61227977
4928,고촌,126.770479,37.60108827
4929,김포공항,126.8021865,37.56233962
5085,강서구올림픽체육센터,126.85018,37.55991
5087,등현초등학교,126.84696,37.56121
7046,자동차매매단지,126.74749,37.48879
7086,상도중학교,126.75964,37.49343
7097,상도중학교,126.76,37.49354
7117,탄현역,126.76263,37.69057
7118,탄현역,126.76279,37.69128
7138,건영아파트,126.76689,37.69689
7140,탄현동문아파트,126.7673,37.69965
7146,탄현효성주은아파트,126.76832,37.69062
7184,일산터미널,126.77323,37.68553
7197,명륜3가.성대입구,126.99835,37.58271
7203,북일산전화국.일산2동주민센터,126.77624,37.68491
